row_id,pid,condition_id,style,decel,bus,density,wait_ehmi_duration,cross_ehmi_duration,crossing_status,crossing_delay,crossing_time,safety_margin,q1,q2,q3,early_traffic,early_window,success_flag,trial_order_raw,trial_order_c,paired_default_removed,normal_complete,raw_style,raw_delay,raw_status,wait_raw_any,cross_raw_any,wait_ehmi_any,cross_ehmi_any
135,5,7,4,0,0,0,0.430757,0.4407545,1,0.81,2.782048,0.3407951,3,6,5,0,0,1,12,-6.28125,0,1,4,0.81,1,1,1,1,1
136,5,8,1,1,1,0,,,1,0.49,4.120231,1.014056,4,,,0,0,1,16,-2.28125,0,1,1,0.49,1,1,1,,
137,5,9,2,1,1,0,0,0.5514697,1,0.87,3.620096,1.112135,4,3,4,0,0,1,31,12.71875,0,1,2,0.87,1,0,1,0,1
138,5,10,3,1,1,0,,,,,,,,,,1,0,,11,-7.28125,0,0,3,-3.02,-1,0,0,,
139,5,11,4,1,1,0,0.428966,0.8911079,1,2.35,2.703312,0.6338217,4,6,5,0,0,1,30,11.71875,0,1,4,2.35,1,1,1,1,1
140,5,12,1,0,1,0,,,0,,,,,,,0,1,0,32,13.71875,0,0,1,0,0,1,0,,
141,5,13,2,0,1,0,,,,,,,,,,1,0,,8,-10.28125,0,0,2,-5.02,0,1,0,,
142,5,14,3,0,1,0,0.6410323,0.0437391,1,0.98,2.388437,0.3944563,2,5,3,0,0,1,24,5.71875,0,1,3,0.98,1,1,1,1,1
143,5,15,4,0,1,0,0.2872083,0.4698239,1,0.58,3.120194,0.4160384,3,6,5,0,0,1,18,-0.28125,0,1,4,0.58,1,1,1,1,1
144,5,16,1,1,0,1,,,1,1.6,4.305787,0.4816235,2,,,0,0,1,21,2.71875,0,1,1,1.6,1,1,1,,
145,5,17,2,1,0,1,0,0.2924688,1,0.75,3.330346,1.641807,4,4,5,0,0,1,19,0.71875,0,1,2,0.75,1,0,1,0,1
146,5,18,3,1,0,1,0.5721882,0.7969443,1,1.4,3.019692,1.234628,4,4,4,0,0,1,22,3.71875,0,1,3,1.4,1,1,1,1,1
147,5,19,4,1,0,1,0.8244246,0.2879637,1,1,2.834687,1.79787,6,7,6,0,0,1,17,-1.28125,0,1,4,1,1,1,1,1,1
148,5,20,1,0,0,1,,,0,,,,,,,0,1,0,7,-11.28125,0,0,1,0,0,1,0,,
149,5,21,2,0,0,1,,,,,,,,,,1,0,,23,4.71875,0,0,2,-5.02,0,1,0,,
150,5,22,3,0,0,1,,,0,,,,,,,0,0,0,28,9.71875,0,0,3,4.86,0,1,0,1,
151,5,23,4,0,0,1,,,0,,,,,,,0,1,0,3,-15.28125,0,0,4,0,0,1,0,1,
152,5,24,1,1,1,1,,,1,1.49,3.110249,0.9884568,4,,,0,0,1,13,-5.28125,0,1,1,1.49,1,1,1,,
153,5,25,2,1,1,1,0.2225219,0.6517821,1,0.13,3.582299,1.971825,3,2,3,0,0,1,5,-13.28125,0,1,2,0.13,1,1,1,1,1
154,5,26,3,1,1,1,0.3770634,0.911894,1,0.91,3.912936,1.308139,4,5,4,0,0,1,6,-12.28125,0,1,3,0.91,1,1,1,1,1
155,5,27,4,1,1,1,0.4907076,1.402192,1,1.15,3.409156,1.26721,4,5,4,0,0,1,29,10.71875,0,1,4,1.15,1,1,1,1,1
156,5,28,1,0,1,1,,,0,,,,,,,0,1,0,2,-16.28125,0,0,1,0,0,1,0,,
157,5,29,2,0,1,1,,,0,,,,,,,0,1,0,15,-3.28125,0,0,2,0,0,1,0,1,
158,5,30,3,0,1,1,,,,,,,,,,1,0,,26,7.71875,0,0,3,-5.02,0,0,0,,
159,5,31,4,0,1,1,,,0,,,,,,,0,1,0,25,6.71875,0,0,4,0,0,1,0,1,
160,6,0,1,1,0,0,,,1,0.75,4.866693,2.581892,5,,,0,0,1,29,12.25,0,1,1,0.75,1,0,1,,
161,6,1,2,1,0,0,0.0424397,0.1754224,1,0.76,2.276136,2.507222,5,4,5,0,0,1,13,-3.75,0,1,2,0.76,1,1,1,1,1
162,6,2,3,1,0,0,,0,1,0.18,2.213412,3.225615,6,6,5,0,0,1,32,15.25,0,1,3,0.18,1,0,0,0,0
163,6,3,4,1,0,0,0,0,1,1.16,2.544822,2.21612,7,7,6,0,0,1,2,-14.75,0,1,4,1.16,1,0,0,0,0
164,6,4,1,0,0,0,,,,,,,,,,1,0,,16,-0.75,0,0,1,-2.52,1,0,0,,
165,6,5,2,0,0,0,0.1246803,0.3574,1,0.91,2.227627,0.6764227,4,6,6,0,0,1,1,-15.75,0,1,2,0.91,1,1,1,1,1
166,6,6,3,0,0,0,,0.3430988,1,1,1.754776,0.8559913,5,6,5,0,0,1,26,9.25,0,1,3,1,1,0,1,0,1
167,6,7,4,0,0,0,0,0.089263,1,1.31,2.180814,0.4909888,5,6,6,0,0,1,5,-11.75,0,1,4,1.31,1,0,1,0,1
168,6,8,1,1,1,0,,,,,,,,,,1,0,,8,-8.75,0,0,1,-5.02,1,0,0,,
169,6,9,2,1,1,0,,,,,,,,,,1,0,,30,13.25,0,0,2,-5.02,1,0,0,,
170,6,10,3,1,1,0,0.1552407,0,1,0.33,2.071587,3.228442,5,6,5,0,0,1,23,6.25,0,1,3,0.33,1,1,0,1,0
171,6,11,4,1,1,0,,0.2380122,1,0.2,2.008955,3.320093,4,6,6,0,0,1,19,2.25,0,1,4,0.2,1,0,1,0,1
172,6,12,1,0,1,0,,,,,,,,,,1,0,,28,11.25,0,0,1,-5,1,0,0,,
173,6,13,2,0,1,0,0.0467013,0.066506,1,0.15,2.039895,1.225404,5,4,5,0,0,1,12,-4.75,0,1,2,0.15,1,1,1,1,1
174,6,14,3,0,1,0,,,,,,,,,,1,0,,18,1.25,0,0,3,-5.02,1,0,0,,
175,6,15,4,0,1,0,0,0.1404635,1,0.67,1.821892,1.023809,5,6,6,0,0,1,31,14.25,0,1,4,0.67,1,0,1,0,1
176,6,16,1,1,0,1,,,1,0.27,2.455398,3.078796,5,,,0,0,1,4,-12.75,0,1,1,0.27,1,1,1,,
177,6,17,2,1,0,1,0.3321163,0.1989639,1,0.84,2.23718,2.617547,5,4,6,0,0,1,11,-5.75,0,1,2,0.84,1,1,1,1,1
178,6,18,3,1,0,1,0,0.0216351,1,0.98,1.969061,2.678955,5,6,5,0,0,1,21,4.25,0,1,3,0.98,1,0,1,0,1
179,6,19,4,1,0,1,,0.068239,1,0.15,2.038934,3.346977,5,6,6,0,0,1,20,3.25,0,1,4,0.15,1,0,1,0,1
180,6,20,1,0,0,1,,,0,,,,,,,0,1,0,15,-1.75,0,0,1,0,0,1,0,,
181,6,21,2,0,0,1,0.1999806,0.2058403,1,0.84,2.097079,0.8595432,4,5,5,0,0,1,33,16.25,0,1,2,0.84,1,1,1,1,1
182,6,22,3,0,0,1,0,0.0391461,1,0.42,1.961092,1.1575,6,5,6,0,0,1,10,-6.75,0,1,3,0.42,1,0,1,0,1
183,6,23,4,0,0,1,0.2865166,0.1761288,1,0.93,1.898156,0.775735,5,7,6,0,0,1,9,-7.75,0,1,4,0.93,1,1,1,1,1
184,6,24,1,1,1,1,,,1,0.27,1.978585,3.327558,4,,,0,0,1,27,10.25,0,1,1,0.27,1,0,1,,
185,6,25,2,1,1,1,,0.6894941,1,0.19,2.091307,3.362269,5,5,5,0,0,1,24,7.25,0,1,2,0.19,1,0,1,0,1
186,6,26,3,1,1,1,0,0.2175325,1,0.22,2.065311,3.401722,6,7,6,0,0,1,3,-13.75,0,1,3,0.22,1,0,1,0,1
187,6,27,4,1,1,1,,0,1,0.02,2.078823,3.548404,5,6,6,0,0,1,22,5.25,0,1,4,0.02,1,0,0,0,0
188,6,28,1,0,1,1,,,1,0.04,2.331136,1.133483,5,,,0,0,1,17,0.25,0,1,1,0.04,1,0,1,,
189,6,29,2,0,1,1,0,0,1,0.23,2.063982,1.225095,5,4,5,0,0,1,14,-2.75,0,1,2,0.23,1,0,0,0,0
190,6,30,3,0,1,1,0.0445471,0.0928638,1,0.27,1.930055,1.250171,6,7,6,0,0,1,7,-9.75,0,1,3,0.27,1,1,1,1,1
191,6,31,4,0,1,1,0.1628295,0.1907941,1,0.24,2.019815,1.203395,6,6,6,0,0,1,6,-10.75,0,1,4,0.24,1,1,1,1,1
192,7,0,1,1,0,0,,,1,1.71,2.153492,1.635292,4,,,0,0,1,15,-1.5,0,1,1,1.71,1,1,1,,
193,7,1,2,1,0,0,0.4214744,0.4834876,1,0.98,2.308398,2.401585,5,4,6,0,0,1,31,14.5,0,1,2,0.98,1,1,1,1,1
194,7,2,3,1,0,0,0.5828392,0.6018222,1,1.8,2.023502,1.714325,6,7,6,0,0,1,25,8.5,0,1,3,1.8,1,1,1,1,1
195,7,3,4,1,0,0,0.1326003,0.3556932,1,0.98,2.102493,2.601377,6,7,7,0,0,1,28,11.5,0,1,4,0.98,1,1,1,1,1
196,7,4,1,0,0,0,,,0,,,,,,,0,1,0,13,-3.5,0,0,1,0,0,1,0,,
197,7,5,2,0,0,0,,,,,,,,,,1,0,,11,-5.5,0,0,2,-5.02,1,0,1,,
198,7,6,3,0,0,0,0.0640647,0.1778914,1,0.5,2.270218,0.9029547,4,6,6,0,0,1,30,13.5,0,1,3,0.5,1,1,1,1,1
199,7,7,4,0,0,0,,,0,,,,,,,0,1,0,14,-2.5,0,0,4,0,0,1,0,1,
200,7,8,1,1,1,0,,,1,2.45,2.086564,1.085125,4,,,0,0,1,22,5.5,0,1,1,2.45,1,1,1,,
201,7,9,2,1,1,0,0.4741354,0.2261625,1,1.06,2.193125,2.414325,5,4,5,0,0,1,8,-8.5,0,1,2,1.06,1,1,1,1,1
202,7,10,3,1,1,0,,,,,,,,,,1,0,,1,-15.5,0,0,3,-5.02,1,0,0,,
203,7,11,4,1,1,0,0.0415494,0.1288831,1,0.93,2.044509,2.6383,4,7,7,0,0,1,16,-0.5,0,1,4,0.93,1,1,1,1,1
204,7,12,1,0,1,0,,,0,,,,,,,0,1,0,21,4.5,0,0,1,0,0,1,0,,
205,7,13,2,0,1,0,,,0,,,,,,,0,1,0,9,-7.5,0,0,2,0,0,1,0,1,
206,7,14,3,0,1,0,0.3765768,0,1,0.89,1.911057,0.8931331,5,6,6,0,0,1,23,6.5,0,1,3,0.89,1,1,0,1,0
207,7,15,4,0,1,0,0.6609701,0.0765008,1,1.07,2.082646,0.6994175,4,6,7,0,0,1,2,-14.5,0,1,4,1.07,1,1,1,1,1
208,7,16,1,1,0,1,,,1,2.11,2.481343,1.099198,4,,,0,0,1,6,-10.5,0,1,1,2.11,1,1,1,,
209,7,17,2,1,0,1,1.7225008,,1,2.69,1.8853,1.071293,5,4,5,0,0,1,29,12.5,0,1,2,2.69,1,1,0,1,0
210,7,18,3,1,0,1,0.3086818,0.3583291,1,1.02,2.126886,2.493363,5,6,7,0,0,1,27,10.5,0,1,3,1.02,1,1,1,1,1
211,7,19,4,1,0,1,0.4718421,0.4067578,1,0.94,2.146734,2.529606,7,7,7,0,0,1,32,15.5,0,1,4,0.94,1,1,1,1,1
212,7,20,1,0,0,1,,,0,,,,,,,0,1,0,10,-6.5,0,0,1,0,0,1,0,,
213,7,21,2,0,0,1,,,0,,,,,,,0,1,0,19,2.5,0,0,2,0,0,1,0,1,
214,7,22,3,0,0,1,0.3528055,0.2442569,1,1,1.785641,0.8799025,5,5,6,0,0,1,12,-4.5,0,1,3,1,1,1,1,1,1
215,7,23,4,0,0,1,0.2668251,0.1593311,1,1.09,1.744156,0.7949901,4,6,7,0,0,1,18,1.5,0,1,4,1.09,1,1,1,1,1
216,7,24,1,1,1,1,,,1,2.22,2.092658,1.274603,5,,,0,0,1,17,0.5,0,1,1,2.22,1,1,1,,
217,7,25,2,1,1,1,0.3345084,0.5980271,1,1,2.061445,2.466199,5,5,5,0,0,1,20,3.5,0,1,2,1,1,1,1,1,1
218,7,26,3,1,1,1,0.1110756,,1,0.83,2.046847,2.731313,5,6,6,0,0,1,3,-13.5,0,1,3,0.83,1,1,0,1,0
219,7,27,4,1,1,1,0.4896127,0.0255231,1,0.77,2.257236,2.661912,7,7,7,0,0,1,26,9.5,0,1,4,0.77,1,1,1,1,1
220,7,28,1,0,1,1,,,0,,,,,,,0,1,0,4,-12.5,0,0,1,0,0,1,0,,
221,7,29,2,0,1,1,,,0,,,,,,,0,1,0,5,-11.5,0,0,2,0,0,1,0,1,
222,7,30,3,0,1,1,0.2683568,0.0421301,1,0.93,1.842743,0.8046548,5,6,6,0,0,1,7,-9.5,0,1,3,0.93,1,1,1,1,1
223,7,31,4,0,1,1,0.443633,,1,0.96,1.825418,0.90343,4,6,6,0,0,1,24,7.5,0,1,4,0.96,1,1,0,1,0
224,8,0,1,1,0,0,,,1,0.38,2.377489,2.932015,4,,,0,0,1,18,0.5,0,1,1,0.38,1,0,0,,
225,8,1,2,1,0,0,0.3097105,0,1,0.89,2.751188,2.148125,6,6,5,0,0,1,4,-13.5,0,1,2,0.89,1,1,0,1,0
226,8,2,3,1,0,0,0.289537,0.0875035,1,0.22,2.673146,2.735731,5,6,6,0,0,1,25,7.5,0,1,3,0.22,1,1,1,1,1
227,8,3,4,1,0,0,,0,1,,2.687437,3.04841,6,6,5,0,1,1,32,14.5,0,1,4,-0.06,1,0,0,0,0
228,8,4,1,0,0,0,,,1,0.18,2.622564,0.911028,5,,,0,0,1,22,4.5,0,1,1,0.18,1,1,1,,
229,8,5,2,0,0,0,0.1764673,0.1347438,1,0.11,2.589581,0.952915,5,6,4,0,0,1,14,-3.5,0,1,2,0.11,1,1,1,1,1
230,8,6,3,0,0,0,,,,,,,,,,1,0,,11,-6.5,0,0,3,-2.54,1,0,1,,
231,8,7,4,0,0,0,0,0,1,0.33,2.466454,0.9192918,5,6,5,0,0,1,16,-1.5,0,1,4,0.33,1,0,0,0,0
232,8,8,1,1,1,0,,,,,,,,,,1,0,,19,1.5,0,0,1,-5.02,1,0,0,,
233,8,9,2,1,1,0,0,0.4011322,1,0.04,2.509845,3.059201,6,6,6,0,0,1,24,6.5,0,1,2,0.04,1,0,1,0,1
234,8,10,3,1,1,0,,,,,,,,,,1,0,,26,8.5,0,0,3,-5.02,-1,0,0,,
235,8,11,4,1,1,0,,0.0234195,1,,2.673963,3.263789,5,7,4,0,1,1,12,-5.5,0,1,4,-0.32,1,0,1,0,1
236,8,12,1,0,1,0,,,1,0.04,2.77654,0.885386,5,,,0,0,1,10,-7.5,0,1,1,0.04,1,1,1,,
237,8,13,2,0,1,0,,0.2129436,1,,2.881792,0.9907144,5,6,6,0,1,1,17,-0.5,0,1,2,-0.22,1,0,1,0,1
238,8,14,3,0,1,0,0,,1,0.43,2.221997,0.966881,5,5,6,0,0,1,6,-11.5,0,1,3,0.43,1,0,0,0,0
239,8,15,4,0,1,0,0.1996813,0.0435679,1,0.31,2.355354,0.9520621,5,6,6,0,0,1,13,-4.5,0,1,4,0.31,1,1,1,1,1
240,8,16,1,1,0,1,,,1,0.24,2.438639,2.975053,5,,,0,0,1,31,13.5,0,1,1,0.24,1,0,1,,
241,8,17,2,1,0,1,0.2658933,0,1,0.31,2.547471,2.856671,7,6,7,0,0,1,7,-10.5,0,1,2,0.31,1,1,0,1,0
242,8,18,3,1,0,1,0.0906025,0.1562137,1,0.4,2.366217,2.979328,6,6,6,0,0,1,33,15.5,0,1,3,0.4,1,1,1,1,1
243,8,19,4,1,0,1,0,0,1,0.67,2.368753,2.599659,6,6,6,0,0,1,8,-9.5,0,1,4,0.67,1,0,0,0,0
244,8,20,1,0,0,1,,,0,,,,,,,0,1,0,9,-8.5,0,0,1,0,0,1,0,,
245,8,21,2,0,0,1,0.2220692,0.6248263,1,0.44,2.764396,0.6692647,5,5,6,0,0,1,27,9.5,0,1,2,0.44,1,1,1,1,1
246,8,22,3,0,0,1,0.2634955,0.0887278,1,0.56,2.833611,0.5676299,7,7,5,0,0,1,3,-14.5,0,1,3,0.56,1,1,1,1,1
247,8,23,4,0,0,1,0,0.3817201,1,0.11,2.726358,0.8694549,6,6,6,0,0,1,29,11.5,0,1,4,0.11,1,0,1,0,1
248,8,24,1,1,1,1,,,1,0.27,2.345206,3.011564,5,,,0,0,1,20,2.5,0,1,1,0.27,1,1,1,,
249,8,25,2,1,1,1,0,0,1,0.11,2.378319,3.141428,6,6,5,0,0,1,28,10.5,0,1,2,0.11,1,0,0,0,0
250,8,26,3,1,1,1,,,1,,2.474308,3.560864,4,,,0,1,1,2,-15.5,1,1,3,-0.42,1,0,0,0,0
251,8,27,4,1,1,1,,0.4640645,1,,2.595029,3.098094,5,6,6,0,1,1,21,3.5,0,1,4,-0.06,1,0,1,0,1
252,8,28,1,0,1,1,,,1,0.18,2.144863,1.166458,4,,,0,0,1,15,-2.5,0,1,1,0.18,1,0,0,,
253,8,29,2,0,1,1,,0.043374,1,0.06,2.351363,1.109055,7,7,6,0,0,1,5,-12.5,0,1,2,0.06,1,0,1,0,1
254,8,30,3,0,1,1,0.15589,0.2257171,1,0.11,2.461359,1.053347,6,6,6,0,0,1,23,5.5,0,1,3,0.11,1,1,1,1,1
255,8,31,4,0,1,1,0.2557236,0,1,0.37,2.24779,0.9871582,6,6,5,0,0,1,30,12.5,0,1,4,0.37,1,1,0,1,0
256,9,0,1,1,0,0,,,1,2.35,2.450935,0.8424116,5,,,0,0,1,9,-10.25,0,1,1,2.35,1,1,0,,
257,9,1,2,1,0,0,0,,1,1.07,2.691442,1.876288,5,4,4,0,0,1,10,-9.25,0,1,2,1.07,1,0,0,0,0
258,9,2,3,1,0,0,0,,1,1.54,2.230393,1.856276,5,5,4,0,0,1,12,-7.25,0,1,3,1.54,1,0,0,0,0
259,9,3,4,1,0,0,,,1,1.29,2.488517,1.849217,5,6,7,0,0,1,14,-5.25,0,1,4,1.29,1,0,0,0,0
260,9,4,1,0,0,0,,,0,,,,,,,0,0,0,18,-1.25,0,0,1,5.23,0,1,0,,
261,9,5,2,0,0,0,0.1104329,,1,1.04,2.420189,0.3743785,5,5,4,0,0,1,19,-0.25,0,1,2,1.04,1,1,0,1,0
262,9,6,3,0,0,0,0.1107018,,1,1.13,2.299837,0.4169406,5,5,5,0,0,1,33,13.75,0,1,3,1.13,1,1,0,1,0
263,9,7,4,0,0,0,0.0224218,,1,1.14,2.307686,0.4014086,5,7,7,0,0,1,31,11.75,0,1,4,1.14,1,1,0,1,0
264,9,8,1,1,1,0,,,1,1.33,2.389408,1.939985,5,,,0,0,1,34,14.75,0,1,1,1.33,1,0,0,,
265,9,9,2,1,1,0,0,0.1133347,1,0.22,2.801592,2.650446,5,4,5,0,0,1,26,6.75,0,1,2,0.22,1,0,1,0,1
266,9,10,3,1,1,0,0.2233987,,1,0.82,2.560515,2.248141,5,5,5,0,0,1,23,3.75,0,1,3,0.82,1,1,0,1,0
267,9,11,4,1,1,0,,,1,1.1,2.308834,2.205675,6,7,7,0,0,1,13,-6.25,0,1,4,1.1,1,0,0,0,0
268,9,12,1,0,1,0,,,1,,2.519887,1.174433,3,,,0,1,1,15,-4.25,0,1,1,-0.16,1,0,0,,
269,9,13,2,0,1,0,,,1,0.09,2.764503,0.8373644,6,5,5,0,0,1,30,10.75,0,1,2,0.09,1,0,0,0,0
270,9,14,3,0,1,0,0.0449543,,1,0.8,2.57548,0.4740678,6,5,5,0,0,1,29,9.75,0,1,3,0.8,1,1,0,1,0
271,9,15,4,0,1,0,0,,1,0.59,2.679986,0.5537521,6,7,6,0,0,1,8,-11.25,0,1,4,0.59,1,0,0,0,0
272,9,16,1,1,0,1,,,1,1.91,2.450278,1.269724,4,,,0,0,1,22,2.75,0,1,1,1.91,1,1,0,,
273,9,17,2,1,0,1,0,,1,0.69,2.494735,2.457154,6,5,5,0,0,1,35,15.75,0,1,2,0.69,1,0,0,0,0
274,9,18,3,1,0,1,0.0200436,,1,1.19,2.522375,1.965365,5,5,5,0,0,1,21,1.75,0,1,3,1.19,1,1,0,1,0
275,9,19,4,1,0,1,0.0209637,,1,1.36,2.497243,1.798095,7,7,7,0,0,1,7,-12.25,0,1,4,1.36,1,1,0,1,0
276,9,20,1,0,0,1,,,0,,,,,,,0,0,0,25,5.75,0,0,1,5.33,0,1,0,,
277,9,21,2,0,0,1,,,,,,,,,,1,0,,17,-2.25,0,0,2,-5.02,0,1,0,,
278,9,22,3,0,0,1,0,,1,0.44,2.651975,0.7148937,5,5,5,0,0,1,24,4.75,0,1,3,0.44,1,0,0,0,0
279,9,23,4,0,0,1,0.0723055,,1,0.85,2.452854,0.5690471,6,7,7,0,0,1,32,12.75,0,1,4,0.85,1,1,0,1,0
280,9,24,1,1,1,1,,,1,0.93,2.391639,2.338596,2,,,0,0,1,16,-3.25,0,1,1,0.93,1,1,0,,
281,9,25,2,1,1,1,,,1,0.79,2.491796,2.416498,5,5,4,0,0,1,20,0.75,0,1,2,0.79,1,0,0,0,0
282,9,26,3,1,1,1,0.084958,,1,0.26,2.607286,2.830807,6,5,6,0,0,1,3,-16.25,0,1,3,0.26,1,1,0,1,0
283,9,27,4,1,1,1,0.6222883,,1,1.96,2.394336,1.294813,7,7,7,0,0,1,28,8.75,0,1,4,1.96,1,1,0,1,0
284,9,28,1,0,1,1,,,0,,,,,,,0,0,0,5,-14.25,0,0,1,5.3,0,1,0,,
285,9,29,2,0,1,1,0.3323926,,1,0.75,2.620968,0.5164419,5,4,4,0,0,1,4,-15.25,0,1,2,0.75,1,1,0,1,0
286,9,30,3,0,1,1,0.0254457,,1,0.46,2.409039,0.8475526,5,6,6,0,0,1,27,7.75,0,1,3,0.46,1,1,0,1,0
287,9,31,4,0,1,1,0.045188,,1,1,2.444305,0.4358306,6,7,7,0,0,1,6,-13.25,0,1,4,1,1,1,0,1,0
288,10,0,1,1,0,0,,,0,,,,,,,0,1,0,2,-14.5,0,0,1,0,0,1,0,,
289,10,1,2,1,0,0,,,,,,,,,,1,0,,32,15.5,0,0,2,-2.64,-1,0,0,,
290,10,2,3,1,0,0,0.0452471,1.822329,1,0.02,3.755195,2.108413,6,7,7,0,0,1,29,12.5,0,1,3,0.02,1,1,1,1,1
291,10,3,4,1,0,0,1.90886,,1,2.34,2.28129,1.075372,6,7,7,0,0,1,1,-15.5,0,1,4,2.34,1,1,0,1,0
292,10,4,1,0,0,0,,,0,,,,,,,0,1,0,20,3.5,0,0,1,0,0,1,0,,
293,10,5,2,0,0,0,0.7340586,0.3616498,1,1.09,2.114698,0.576251,5,6,6,0,0,1,17,0.5,0,1,2,1.09,1,1,1,1,1
294,10,6,3,0,0,0,1.1127639,0.4108806,1,1.35,2.020252,0.4346713,5,5,6,0,0,1,25,8.5,0,1,3,1.35,1,1,1,1,1
295,10,7,4,0,0,0,1.0228455,0.1555474,1,1.07,2.155063,0.5531871,5,7,7,0,0,1,22,5.5,0,1,4,1.07,1,1,1,1,1
296,10,8,1,1,1,0,,,1,1.7,2.231846,1.689132,2,,,0,0,1,13,-3.5,0,1,1,1.7,1,1,0,,
297,10,9,2,1,1,0,0.800413,0.3330255,1,1.05,2.598132,1.948795,6,6,6,0,0,1,19,2.5,0,1,2,1.05,1,1,1,1,1
298,10,10,3,1,1,0,,,,,,,,,,1,0,,27,10.5,0,0,3,-5.02,1,0,0,,
299,10,11,4,1,1,0,0.2442197,0.2151514,1,1.18,2.220943,2.260052,6,7,7,0,0,1,10,-6.5,0,1,4,1.18,1,1,1,1,1
300,10,12,1,0,1,0,,,0,,,,,,,0,0,0,23,6.5,0,0,1,4.87,0,1,0,,
301,10,13,2,0,1,0,0.3137847,0.4503675,1,0.41,2.775606,0.5935982,5,5,6,0,0,1,30,13.5,0,1,2,0.41,1,1,1,1,1
302,10,14,3,0,1,0,,,,,,,,,,1,0,,28,11.5,0,0,3,-5.02,1,0,0,,
303,10,15,4,0,1,0,0.6433601,,1,1.07,2.086927,0.6697526,6,7,7,0,0,1,18,1.5,0,1,4,1.07,1,1,0,1,0
304,10,16,1,1,0,1,,,1,2.52,2.286574,0.9038584,1,,,0,0,1,7,-9.5,0,1,1,2.52,1,1,0,,
305,10,17,2,1,0,1,0.7226652,0.5859255,1,1.12,2.79919,1.831823,6,6,6,0,0,1,15,-1.5,0,1,2,1.12,1,1,1,1,1
306,10,18,3,1,0,1,0.6247748,0.3150442,1,1.26,2.145217,2.255408,5,6,7,0,0,1,11,-5.5,0,1,3,1.26,1,1,1,1,1
307,10,19,4,1,0,1,0.6441683,1.0437133,1,1.2,2.625906,1.944113,6,7,7,0,0,1,21,4.5,0,1,4,1.2,1,1,1,1,1
308,10,20,1,0,0,1,,,0,,,,,,,0,1,0,6,-10.5,0,0,1,0,0,1,0,,
309,10,21,2,0,0,1,0.7879351,0.3707341,1,1.08,2.167425,0.5635443,5,5,6,0,0,1,24,7.5,0,1,2,1.08,1,1,1,1,1
310,10,22,3,0,0,1,,,0,,,,,,,0,1,0,3,-13.5,0,0,3,0,0,1,0,1,
311,10,23,4,0,0,1,0.8666921,0,1,1.22,2.361644,0.3212571,6,7,7,0,0,1,8,-8.5,0,1,4,1.22,1,1,0,1,0
312,10,24,1,1,1,1,,,1,1.85,2.338936,1.516548,2,,,0,0,1,16,-0.5,0,1,1,1.85,1,1,0,,
313,10,25,2,1,1,1,0.9796895,0.8256777,1,0.98,2.566638,2.156836,5,6,6,0,0,1,14,-2.5,0,1,2,0.98,1,1,1,1,1
314,10,26,3,1,1,1,0.0659565,1.3953017,1,0.11,3.433857,2.222102,5,6,6,0,0,1,26,9.5,0,1,3,0.11,1,1,1,1,1
315,10,27,4,1,1,1,,0.267406,1,0.14,3.019718,2.639441,7,7,7,0,0,1,4,-12.5,0,1,4,0.14,1,0,1,0,1
316,10,28,1,0,1,1,,,1,,2.916558,0.8874174,3,,,0,1,1,31,14.5,0,1,1,-0.12,1,0,1,,
317,10,29,2,0,1,1,0.7338005,0.3332206,1,0.89,2.488001,0.5067821,5,5,5,0,0,1,9,-7.5,0,1,2,0.89,1,1,1,1,1
318,10,30,3,0,1,1,0.156859,0.2410332,1,0.53,2.616759,0.6918555,6,6,7,0,0,1,5,-11.5,0,1,3,0.53,1,1,1,1,1
319,10,31,4,0,1,1,0.8620201,,1,1.03,2.128762,0.6850839,6,7,7,0,0,1,12,-4.5,0,1,4,1.03,1,1,0,1,0
320,11,0,1,1,0,0,,,,,,,,,,1,0,,12,-4.5,0,0,1,-5.02,0,0,0,,
321,11,1,2,1,0,0,0,0,1,1.02,2.610036,2.04712,4,4,5,0,0,1,15,-1.5,0,1,2,1.02,1,0,0,0,0
322,11,2,3,1,0,0,0,0,1,1.02,2.506236,2.154453,6,7,6,0,0,1,11,-5.5,0,1,3,1.02,1,0,0,0,0
323,11,3,4,1,0,0,0,0,1,0.94,2.316607,2.472918,6,7,7,0,0,1,10,-6.5,0,1,4,0.94,1,0,0,0,0
324,11,4,1,0,0,0,,,0,,,,,,,0,0,0,8,-8.5,0,0,1,5.24,0,0,0,,
325,11,5,2,0,0,0,0,0,1,0.85,2.368125,0.6422931,4,4,5,0,0,1,30,13.5,0,1,2,0.85,1,0,0,0,0
326,11,6,3,0,0,0,0,0,1,1.09,2.23145,0.5503719,4,7,6,0,0,1,29,12.5,0,1,3,1.09,1,0,0,0,0
327,11,7,4,0,0,0,0,0,1,1.15,2.131833,0.508113,4,7,6,0,0,1,24,7.5,0,1,4,1.15,1,0,0,0,0
328,11,8,1,1,1,0,,,1,1.82,2.675757,1.318019,2,,,0,0,1,23,6.5,0,1,1,1.82,1,0,0,,
329,11,9,2,1,1,0,0,0,1,1.11,3.857043,2.074839,5,4,5,0,0,1,6,-10.5,0,1,2,1.11,1,0,0,0,0
330,11,10,3,1,1,0,0,0,1,1.13,2.598309,1.990959,6,7,6,0,0,1,19,2.5,0,1,3,1.13,1,0,0,0,0
