row_id,pid,condition_id,style,decel,bus,density,wait_ehmi_duration,cross_ehmi_duration,crossing_status,crossing_delay,crossing_time,safety_margin,q1,q2,q3,early_traffic,early_window,success_flag,trial_order_raw,trial_order_c,paired_default_removed,normal_complete,raw_style,raw_delay,raw_status,wait_raw_any,cross_raw_any,wait_ehmi_any,cross_ehmi_any
331,11,11,4,1,1,0,,0,1,0.35,2.998968,2.371189,6,7,7,0,0,1,18,1.5,0,1,4,0.35,1,0,0,0,0
332,11,12,1,0,1,0,,,0,,,,,,,0,1,0,16,-0.5,0,0,1,0,0,0,0,,
333,11,13,2,0,1,0,0,,1,0.72,2.406916,0.7204508,5,7,6,0,0,1,1,-15.5,0,1,2,0.72,1,0,0,0,0
334,11,14,3,0,1,0,0,0,1,1.27,2.185732,0.3814872,5,5,6,0,0,1,5,-11.5,0,1,3,1.27,1,0,0,0,0
335,11,15,4,0,1,0,0,,1,0.98,2.697751,0.6765823,4,7,7,0,0,1,28,11.5,0,1,4,0.98,1,0,0,0,0
336,11,16,1,1,0,1,,,1,1.55,3.243008,1.04953,2,,,0,0,1,21,4.5,0,1,1,1.55,1,0,0,,
337,11,17,2,1,0,1,0,0,1,1.58,2.605562,1.526494,4,4,5,0,0,1,13,-3.5,0,1,2,1.58,1,0,0,0,0
338,11,18,3,1,0,1,0,0,1,0.87,2.387128,2.343042,6,7,6,0,0,1,32,15.5,0,1,3,0.87,1,0,0,0,0
339,11,19,4,1,0,1,0,0,1,1.37,2.415864,1.954069,5,7,7,0,0,1,17,0.5,0,1,4,1.37,1,0,0,0,0
340,11,20,1,0,0,1,,,0,,,,,,,0,1,0,4,-12.5,0,0,1,0,0,0,0,,
341,11,21,2,0,0,1,,,1,1.38,2.243924,0.3427127,3,3,5,0,0,1,25,8.5,0,1,2,1.38,1,0,0,0,0
342,11,22,3,0,0,1,0,0,1,1.03,2.360479,0.4777135,6,7,6,0,0,1,9,-7.5,0,1,3,1.03,1,0,0,0,0
343,11,23,4,0,0,1,0,0,1,1.35,1.966373,0.4725023,4,7,6,0,0,1,31,14.5,0,1,4,1.35,1,0,0,0,0
344,11,24,1,1,1,1,,,1,1.49,2.665968,1.475097,4,,,0,0,1,3,-13.5,0,1,1,1.49,1,0,0,,
345,11,25,2,1,1,1,,0,1,1.06,2.61865,2.107568,4,3,5,0,0,1,22,5.5,0,1,2,1.06,1,0,0,0,0
346,11,26,3,1,1,1,0,0,1,1.35,2.411089,1.973675,6,7,7,0,0,1,7,-9.5,0,1,3,1.35,1,0,0,0,0
347,11,27,4,1,1,1,0,0,1,1.15,2.389185,2.145655,5,7,7,0,0,1,14,-2.5,0,1,4,1.15,1,0,0,0,0
348,11,28,1,0,1,1,,,0,,,,,,,0,1,0,26,9.5,0,0,1,0,0,0,0,,
349,11,29,2,0,1,1,,,0,,,,,,,0,1,0,20,3.5,0,0,2,0,0,0,0,0,
350,11,30,3,0,1,1,,0,1,1.62,4.606793,0.2933586,3,5,5,0,0,1,27,10.5,0,1,3,1.62,1,0,0,0,0
351,11,31,4,0,1,1,,0,1,0.84,2.309442,0.6101748,5,6,7,0,0,1,2,-14.5,0,1,4,0.84,1,0,0,0,0
352,12,0,1,1,0,0,,,1,2,2.21205,1.432153,4,,,0,0,1,25,9.5,0,1,1,2,1,1,1,,
353,12,1,2,1,0,0,0.5085181,0.7224193,1,0.78,2.639506,2.437817,5,5,5,0,0,1,29,13.5,0,1,2,0.78,1,1,1,1,1
354,12,2,3,1,0,0,0.377102,0.6631448,1,2.37,2.224753,1.06615,6,6,6,0,0,1,1,-14.5,0,1,3,2.37,1,1,1,1,1
355,12,3,4,1,0,0,0.7100586,0.5211832,1,1.04,2.441999,2.186167,7,6,6,0,0,1,18,2.5,0,1,4,1.04,1,1,1,1,1
356,12,5,2,0,0,0,0.2827338,0.2625035,1,0.89,1.854723,0.904246,5,5,5,0,0,1,27,11.5,0,1,2,0.89,1,1,1,1,1
357,12,6,3,0,0,0,0.6211415,0.3591871,1,1,2.003446,0.7452989,5,6,6,0,0,1,20,4.5,0,1,3,1,1,1,1,1,1
358,12,7,4,0,0,0,0.7731465,0.3167909,1,0.78,1.991542,0.9003795,5,6,6,0,0,1,22,6.5,0,1,4,0.78,1,1,1,1,1
359,12,8,1,1,1,0,,,1,2.19,2.211545,1.233734,4,,,0,0,1,19,3.5,0,1,1,2.19,1,1,1,,
360,12,9,2,1,1,0,0.6005549,0.3038923,1,0.58,2.600639,2.644546,6,5,6,0,0,1,26,10.5,0,1,2,0.58,1,1,1,1,1
361,12,10,3,1,1,0,,,,,,,,,,1,0,,16,0.5,0,0,3,-5.02,1,1,1,,
362,12,11,4,1,1,0,0.8196837,0.2706234,1,0.98,2.313827,2.429732,7,6,7,0,0,1,30,14.5,0,1,4,0.98,1,1,1,1,1
363,12,12,1,0,1,0,,,0,,,,,,,0,0,0,10,-5.5,0,0,1,5.15,0,1,0,,
364,12,13,2,0,1,0,,,,,,,,,,1,0,,13,-2.5,0,0,2,-2.82,1,0,0,,
365,12,14,3,0,1,0,,,,,,,,,,1,0,,9,-6.5,0,0,3,-2.66,1,0,0,,
366,12,15,4,0,1,0,0.622819,0.3029374,1,0.87,2.122009,0.7807758,6,6,6,0,0,1,11,-4.5,0,1,4,0.87,1,1,1,1,1
367,12,17,2,1,0,1,0.4440765,0.536657,1,0.73,2.395122,2.637844,6,5,5,0,0,1,24,8.5,0,1,2,0.73,1,1,1,1,1
368,12,18,3,1,0,1,,0.7125055,1,0.15,2.806264,2.791041,6,6,6,0,0,1,5,-10.5,0,1,3,0.15,1,0,1,0,1
369,12,19,4,1,0,1,0.3588605,0.2374568,1,0.51,2.326883,2.819912,7,6,7,0,0,1,23,7.5,0,1,4,0.51,1,1,1,1,1
370,12,20,1,0,0,1,,,0,,,,,,,0,1,0,17,1.5,0,0,1,0,0,1,0,,
371,12,21,2,0,0,1,0.5153289,0.7031036,1,0.49,2.37691,0.9136197,5,5,5,0,0,1,14,-1.5,0,1,2,0.49,1,1,1,1,1
372,12,22,3,0,0,1,0.2213714,0.2690328,1,0.4,2.509724,0.9026119,5,6,5,0,0,1,8,-7.5,0,1,3,0.4,1,1,1,1,1
373,12,23,4,0,0,1,0.7986377,0.3812629,1,0.87,1.965095,0.8628615,5,6,6,0,0,1,21,5.5,0,1,4,0.87,1,1,1,1,1
374,12,24,1,1,1,1,,,1,0.38,2.653573,2.738986,3,,,0,0,1,7,-8.5,0,1,1,0.38,1,1,1,,
375,12,25,2,1,1,1,0.5112286,0.3255158,1,0.42,2.59885,2.724424,5,6,5,0,0,1,15,-0.5,0,1,2,0.42,1,1,1,1,1
376,12,26,3,1,1,1,0.5031233,0.12863,1,0.95,2.440717,2.521076,7,6,6,0,0,1,28,12.5,0,1,3,0.95,1,1,1,1,1
377,12,27,4,1,1,1,0.1794188,0.0835548,1,0.18,2.386745,3.086557,5,5,6,0,0,1,2,-13.5,0,1,4,0.18,1,1,1,1,1
378,12,28,1,0,1,1,,,1,,2.952049,1.002241,4,,,0,1,1,3,-12.5,0,1,1,-0.14,1,0,1,,
379,12,29,2,0,1,1,0.6460424,0.6182733,1,0.71,2.270629,0.841078,5,5,5,0,0,1,6,-9.5,0,1,2,0.71,1,1,1,1,1
380,12,30,3,0,1,1,0.5772866,0.3519659,1,0.57,2.468299,0.8042813,6,6,6,0,0,1,4,-11.5,0,1,3,0.57,1,1,1,1,1
381,12,31,4,0,1,1,0.3349932,0.2081496,1,0.76,2.236257,0.8518211,6,5,6,0,0,1,12,-3.5,0,1,4,0.76,1,1,1,1,1
382,13,0,1,1,0,0,,,0,,,,,,,0,0,0,23,5.5,0,0,1,6.77,0,0,0,,
383,13,1,2,1,0,0,,,,,,,,,,1,0,,12,-5.5,0,0,2,-5.02,1,0,0,,
