被试编号,实验条件,eHMI样式,紧急程度,追赶公交车,车流密度,环境照度,注视次数eHMI1,eHMI2,eHMI3,eHMI,车辆,总,注视时长eHMI1,eHMI2,eHMI3,eHMI,车辆,总,首次注视,穿越过程注视次数eHMI1,eHMI2,eHMI3,eHMI,车辆,总,穿越过程注视时长eHMI1,eHMI2,eHMI3,eHMI,车辆,总,首次注视,瞳孔最大,瞳孔平均,瞳孔差值,穿越过程瞳孔最大,穿越过程瞳孔平均,穿越过程瞳孔差值,穿越状态,穿越延误,穿越时间,安全边际,安全距离,Q1,Q2,Q3
7,24,1,1,True,High,Clear,0,4,0,4,0,4,0,1.132737,0,1.132737,0.6676738,1.800411,0.1094428,0,0,0,0,0,0,0,0.0602229,0,0.0602229,0.2232093,0.2834322,0,3.577415,3.374192,0.1751521,3.87027,3.669195,0.1861711,1,2.22,2.092658,1.274603,3.543396,5,1,1
7,23,4,2,False,High,Clear,0,2,0,2,0,2,0,0.2668251,0,0.2668251,0.1046501,0.3714752,0.4224455,0,2,0,2,1,3,0,0.1593311,0,0.1593311,0.0634649,0.222796,0.0669966,3.46096,3.334312,0.05828857,3.901215,3.689435,0.2117794,1,1.09,1.744156,0.7949901,3.24141,4,6,7
7,21,2,2,False,High,Clear,4,0,0,4,10,14,0.7553174,0.5908989,0,1.346216,1.321544,2.66776,1.222254,0,0,0,0,0,0,0,0,0,0,0,0,0,3.692787,3.479306,0.1598694,0,0,0,0,0.00,0,0,0,4,5,4
7,25,2,1,True,High,Clear,0,2,0,2,0,2,0.0246107,0.3098977,0,0.3345084,0.1134735,0.4479819,0.3094757,1,4,0,5,5,10,0.195605,0.4024223,0,0.5980273,0.4874949,1.085522,0.0859261,3.527885,3.372127,0.03422928,3.696861,3.52392,0.1845634,1,1.00,2.061445,2.466199,6.856034,5,5,5
7,12,1,2,True,Low,Clear,0,2,0,2,12,14,0.4695585,0.6184907,0,1.088049,1.769563,2.857612,1.167949,0,0,0,0,0,0,0,0,0,0,0,0,0,3.530212,3.393365,0.1254511,0,0,0,0,0.00,0,0,0,4,1,1
7,8,1,1,True,Low,Clear,0,3,0,3,1,4,0,1.578754,0,1.578754,0.3260609,1.904814,0.2218786,0,2,0,2,0,2,0,0.2032232,0,0.2032232,0.0886215,0.2918447,0.2014097,3.698997,3.497494,0.1316028,3.845047,3.712347,0.1310382,1,2.45,2.086564,1.085125,3.016648,4,1,1
7,14,3,2,True,Low,Clear,0,2,0,2,0,2,0,0.3765768,0,0.3765768,0.222357,0.5989338,0.088538,0,0,0,0,0,0,0,0,0,0,0.1558189,0.1558189,0,3.420296,3.318069,0.1022263,3.861275,3.643926,0.1236789,1,0.89,1.911057,0.8931331,3.81305,5,6,6
7,31,4,2,True,High,Clear,0,2,0,2,0,2,0,0.443633,0,0.443633,0.1831019,0.6267349,0.1344568,0,0,0,0,0,0,0,0,0,0,0,0,0,3.518372,3.41815,0.1383057,3.885094,3.666709,0.04518127,1,0.96,1.825418,0.90343,3.85701,4,6,6
7,2,3,1,False,Low,Clear,0,4,0,4,0,4,0,0.5828392,0,0.5828392,0.3031357,0.8859749,1.132443,2,2,0,4,0,4,0.2649597,0.3368626,0,0.6018223,0.020242,0.6220642,0.4449675,3.489037,3.365424,0.1554327,3.898415,3.512482,0.4333549,1,1.80,2.023502,1.714325,4.765824,6,7,6
7,27,4,1,True,High,Clear,0,2,0,2,0,2,0,0.4896127,0,0.4896127,0.0657873,0.5554,0.0695762,0,0,0,0,0,0,0,0.0255231,0,0.0255231,0.0995142,0.1250373,0,3.616249,3.395452,0.2207966,3.742264,3.49705,0.264601,1,0.77,2.257236,2.661912,7.400116,7,7,7
7,18,3,1,False,High,Clear,0,0,0,0,2,2,0,0.3086819,0,0.3086819,0.3574493,0.6661311,0,2,1,0,3,2,5,0.1356289,0.2227002,0,0.3583291,0.3754401,0.7337692,1.355198,3.498856,3.348083,0.05137825,3.749313,3.57051,0.1364391,1,1.02,2.126886,2.493363,6.93155,5,6,7
7,3,4,1,False,Low,Clear,0,1,0,1,1,2,0,0.1326003,0,0.1326003,0.2010303,0.3336306,0.5734484,0,4,0,4,0,4,0,0.3556932,0,0.3556932,0.1737541,0.5294473,0.3282295,3.497353,3.374946,0.1062927,3.676796,3.506996,0.1641147,1,0.98,2.102493,2.601377,7.231827,6,7,7
7,17,2,1,False,High,Clear,0,6,0,6,0,6,0,1.722501,0,1.722501,0.4390912,2.161592,0.0664935,0,0,0,0,0,0,0,0,0,0,0,0,0,3.503677,3.252305,0.1982083,3.828331,3.548254,0.1519268,1,2.69,1.8853,1.071293,2.978196,5,4,5
7,6,3,2,False,Low,Clear,0,0,0,0,2,2,0,0.0640647,0,0.0640647,0.3569333,0.420998,0,0,0,0,0,1,1,0,0.1778914,0,0.1778914,0.1548511,0.3327425,0,3.528526,3.455592,0.07293415,3.612122,3.446801,0.2181697,1,0.50,2.270218,0.9029547,3.854981,4,6,6
7,1,2,1,False,Low,Clear,1,2,0,3,1,4,0.0928963,0.3285781,0,0.4214744,0.286944,0.7084184,0.2673712,0,4,0,4,1,5,0,0.4834876,0,0.4834876,0.2526432,0.7361308,0.08817071,3.51123,3.384216,0.1752346,3.955162,3.30453,0.710628,1,0.98,2.308398,2.401585,6.676407,5,4,6
7,19,4,1,False,High,Clear,0,2,0,2,0,2,0,0.4718421,0,0.4718421,0.1725059,0.644348,0.112441,0,2,0,2,3,5,0,0.4067578,0,0.4067578,0.1697158,0.5764736,0.7743559,3.343895,3.190846,0.009548187,3.615997,3.390808,0.2562649,1,0.94,2.146734,2.529606,7.032303,7,7,7
8,0,4,1,False,High,Clear,0,0,0,0,4,4,0,0.0217161,0,0.0217161,0.2873325,0.3090486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.255333,4.886948,0.321362,5.255211,5.017482,0.291913,1,1.23,1.963532,2.420352,6.728577,7,7,7
8,26,3,1,True,High,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.628235,5.297531,0.36131,1,-0.42,2.474308,3.560864,9.899201,4,1,1
8,22,3,2,False,High,Clear,0,0,0,0,2,2,0.2634955,0,0,0.2634955,0.2928975,0.556393,0,0,0,0,0,5,5,0.0887278,0,0,0.0887278,0.8031713,0.8918991,0,5.488129,5.304883,0.1832452,5.454941,5.137674,0.344101,1,0.56,2.833611,0.5676299,1.951111,7,7,5
8,1,2,1,False,Low,Clear,2,0,0,2,0,2,0.2649762,0.0447343,0,0.3097105,0.2681707,0.5778812,0.1323074,0,0,0,0,5,5,0,0,0,0,0.491664,0.491664,0,5.420158,5.209579,0.2105789,5.571182,5.22172,0.382225,1,0.89,2.751188,2.148125,5.971787,6,6,5
8,29,2,2,True,High,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.043374,0,0,0.043374,0.2013663,0.2447403,0,5.57888,5.442155,0.1367254,5.641426,5.223662,0.5480103,1,0.06,2.351363,1.109055,5.338212,7,7,6
8,14,3,2,True,Low,Clear,0,0,0,0,2,2,0,0,0,0,0.4556898,0.4556898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.230721,5.069736,0.160985,5.522095,5.067474,0.5691128,1,0.43,2.221997,0.966881,4.344483,5,5,6
8,17,2,1,False,High,Clear,2,0,0,2,0,2,0.2658934,0,0,0.2658934,0.1374368,0.4033301,0.0890508,0,0,0,0,3,3,0,0,0,0,0.2239681,0.2239681,0,5.439529,5.256273,0.1832561,5.65477,5.258974,0.3732781,1,0.31,2.547471,2.856671,7.941544,7,6,7
8,19,4,1,False,High,Clear,0,0,0,0,2,2,0,0,0,0,0.4500508,0.4500508,0,0,0,0,0,0,0,0,0,0,0,0.0626901,0.0626901,0,5.278046,5.066536,0.2115097,5.599495,5.196031,0.394527,1,0.67,2.368753,2.599659,7.227051,6,6,6
8,20,1,2,False,High,Clear,0,0,0,0,26,26,0.3528852,0.0660381,0,0.4189233,3.889761,4.308684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.479622,5.090591,0.3959231,0,0,0,0,0.00,0,0,0,4,1,1
8,12,1,2,True,Low,Clear,2,0,0,2,0,2,0.1336046,0,0,0.1336046,0,0.1336046,0.0892214,1,0,0,1,6,7,0.4232,0.0215688,0,0.4447688,0.6460767,1.090845,2.730676,5.160187,5.06102,0.09916687,5.756393,5.301116,0.4107337,1,0.04,2.77654,0.885386,3.83664,5,1,1
8,6,3,2,False,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2,7,0.4147233,0.1990542,0,0.6137775,0.3883037,1.002081,1.889637,0,0,0,5.500114,5.130568,0.3814325,1,-2.54,5.253473,0.9695204,4.325318,6,6,6
8,11,4,1,True,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234195,0,0.0234195,0,0.0234195,0,0,0,0,5.375023,5.058769,0.4422994,1,-0.32,2.673963,3.263789,9.073335,5,7,4
8,15,4,2,True,Low,Clear,0,0,0,0,2,2,0.1756234,0.0240579,0,0.1996813,0.1897616,0.3894429,0,0,1,0,1,0,1,0,0.0435679,0,0.0435679,0,0.0435679,0,5.350647,5.253806,0.09684134,5.500557,5.059783,0.555716,1,0.31,2.355354,0.9520621,4.216965,5,6,6
8,5,2,2,False,Low,Clear,0,2,0,2,0,2,0,0.1764673,0,0.1764673,0,0.1764673,0.0690046,0,1,0,1,0,1,0,0.1347438,0,0.1347438,0.0224626,0.1572064,0,5.172363,5.085552,0.08681107,5.467583,5.041391,0.4644418,1,0.11,2.589581,0.952915,4.251236,5,6,4
8,28,1,2,True,High,Clear,0,0,0,0,2,2,0,0,0,0,0.2202938,0.2202938,0,0,0,0,0,1,1,0,0,0,0,0.3294205,0.3294205,0,5.323105,5.197733,0.1253719,5.494888,5.115068,0.4256806,1,0.18,2.144863,1.166458,5.838471,4,1,1
8,7,4,2,False,Low,Clear,0,0,0,0,2,2,0,0,0,0,0.4005517,0.4005517,0,0,0,0,0,1,1,0,0,0,0,0.0430344,0.0430344,0,5.181953,5.056406,0.1255474,5.467758,4.933282,0.6112103,1,0.33,2.466454,0.9192918,3.924729,5,6,5
8,13,2,2,True,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0.2129436,0,0.2129436,0.1545008,0.3674444,0.1094986,0,0,0,5.405281,4.998556,0.5012207,1,-0.22,2.881792,0.9907144,4.483277,5,6,6
8,0,1,1,False,Low,Clear,0,0,0,0,2,2,0,0,0,0,0.3011213,0.3011213,0,0,0,0,0,1,1,0,0,0,0,0.1097291,0.1097291,0,5.352791,5.156881,0.19591,5.534309,5.022327,0.6058192,1,0.38,2.377489,2.932015,8.151002,4,1,1
8,8,1,1,True,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.498528,5.187534,0.3839998,1,-5.02,2.052491,8.007086,66.72545,4,1,1
8,24,1,1,True,High,Clear,0,0,0,0,2,2,0.1339602,0.0363114,0,0.1702716,0.1795228,0.3497944,0,0,0,0,0,1,1,0.3956765,0.08888581,0,0.4845623,0.089071,0.5736333,0,5.286095,5.205188,0.08090639,5.600655,5.140758,0.6118655,1,0.27,2.345206,3.011564,8.372148,5,1,1
8,27,4,1,True,High,Clear,0,0,0,0,0,0,0,0,0,0,0.0238336,0.0238336,0,4,0,0,4,1,5,0.4640645,0,0,0.4640645,0.4461339,0.9101984,0,5.208023,5.192837,0.01518631,5.5131,5.063424,0.6231828,1,-0.06,2.595029,3.098094,8.612702,5,6,6
8,4,1,2,False,Low,Clear,0,0,0,0,2,2,0.09024461,0,0,0.09024461,0.155425,0.2456696,0,1,0,0,1,0,1,0.2631895,0,0,0.2631895,0.3388304,0.6020199,0,5.274681,5.144432,0.1302495,5.604004,4.980657,0.7519011,1,0.18,2.622564,0.911028,3.947754,5,1,1
8,30,3,2,True,High,Clear,0,2,0,2,0,2,0,0.15589,0,0.15589,0.0222191,0.1781091,0.0671915,0,0,0,0,1,1,0,0.2257171,0,0.2257171,0.3752346,0.6009517,0,5.19619,5.066694,0.1294961,5.495941,4.934371,0.7021594,1,0.11,2.461359,1.053347,4.867829,6,6,6
8,9,2,1,True,Low,Clear,0,0,0,0,2,2,0,0,0,0,0.0897401,0.0897401,0,3,0,0,3,1,4,0.308932,0.0922002,0,0.4011322,0.4651803,0.8663125,1.110528,5.141037,5.096533,0.04450369,5.56485,5.109217,0.4697804,1,0.04,2.509845,3.059201,8.504579,6,6,6
8,2,3,1,False,Low,Clear,0,2,0,2,0,2,0,0.289537,0,0.289537,0,0.289537,0.0888278,0,1,0,1,4,5,0,0.0875035,0,0.0875035,0.7330275,0.820531,1.244884,5.135422,4.996168,0.1392541,5.419708,5.01812,0.459558,1,0.22,2.673146,2.735731,7.605332,5,6,6
8,10,3,1,True,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.594872,5.161668,0.5279016,-1,-5.02,2.135624,8.124689,67.70547,3,1,1
8,21,2,2,False,High,Clear,2,0,0,2,0,2,0.1758073,0.0462619,0,0.2220692,0.1336174,0.3556866,0.3558261,2,1,0,3,1,4,0.2216853,0.403141,0,0.6248263,0.2055934,0.8304197,0.7502118,5.355827,5.104294,0.2515335,5.427658,5.032743,0.4904885,1,0.44,2.764396,0.6692647,2.536042,5,5,6
8,25,2,1,True,High,Clear,0,0,0,0,2,2,0,0,0,0,0.1764222,0.1764222,0,0,0,0,0,1,1,0,0,0,0,0.3998871,0.3998871,0,5.270905,5.189054,0.08185101,5.518982,4.984323,0.7006783,1,0.11,2.378319,3.141428,8.733171,6,6,5
8,23,4,2,False,High,Clear,0,0,0,0,2,2,0,0,0,0,0.1881964,0.1881964,0,0,0,0,0,3,3,0.3817201,0,0,0.3817201,0.5970027,0.9787228,0,5.292114,5.193079,0.09903526,5.5606,5.051632,0.4858313,1,0.11,2.726358,0.8694549,3.71196,6,6,6
8,31,4,2,True,High,Clear,2,0,0,2,0,2,0.2557236,0,0,0.2557236,0.1784009,0.4341245,0.0895861,0,0,0,0,1,1,0,0,0,0,0.1315447,0.1315447,0,5.306953,5.167752,0.1392016,5.453773,4.907384,0.5496035,1,0.37,2.24779,0.9871582,4.561951,6,6,5
8,16,1,1,False,High,Clear,0,0,0,0,2,2,0,0,0,0,0.3114172,0.3114172,0,0,0,0,0,1,1,0.1999406,0.0209034,0,0.220844,0.6233199,0.8441639,0,5.324875,5.160865,0.1640096,5.62104,5.057909,0.7133989,1,0.24,2.438639,2.975053,8.270646,5,1,1
8,3,4,1,False,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648948,0.0648948,0,5.297089,5.1119,0.1851883,5.623024,5.128526,0.6378646,1,-0.06,2.687437,3.04841,8.47458,6,6,5
8,18,3,1,False,High,Clear,1,0,0,1,1,2,0.0906025,0,0,0.0906025,0.3763189,0.4669214,0.1997078,1,0,0,1,2,3,0.1351374,0.0210763,0,0.1562137,0.245909,0.4021227,0.1997078,5.364197,5.225485,0.1387119,5.575035,5.037929,0.6999025,1,0.40,2.366217,2.979328,8.282533,6,6,6
9,0,4,1,False,Low,Clear,0,0,0,0,8,8,0,0.3783244,0,0.3783244,1.15053,1.528855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89547,3.326815,0.5714865,3.998589,3.508,0.6303916,1,2.12,2.461631,0.8998955,2.501709,4,7,7
9,0,3,1,True,Low,Clear,0,1,0,1,3,4,0,0.1101222,0,0.1101222,0.6031405,0.7132627,0.6522129,0,0,0,0,0,0,0,0,0,0,0,0,0,3.836143,2.945115,0.5252354,3.893967,3.318173,0.669585,1,1.11,2.683694,1.89428,5.266098,7,6,6
9,26,3,1,True,High,Clear,0,0,0,0,0,0,0,0.08495799,0,0.08495799,0.0231479,0.1081059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.406784,2.789887,0.6168971,3.901871,3.400536,0.4686949,1,0.26,2.607286,2.830807,7.869645,6,5,6
9,29,2,2,True,High,Clear,0,2,0,2,2,4,0,0.3323926,0,0.3323926,0.4656697,0.7980623,0.0896786,0,0,0,0,0,0,0,0,0,0,0,0,0,4.147217,3.946315,0.2009022,4.328018,3.448811,1.194966,1,0.75,2.620968,0.5164419,1.758637,5,4,4
9,28,1,2,True,High,Clear,0,2,0,2,19,21,0,0.4010223,0,0.4010223,3.066728,3.46775,1.237535,0,0,0,0,0,0,0,0,0,0,0,0,0,4.252975,3.416191,0.8706353,3.742889,3.563589,0.1793003,0,5.30,0.06825089,0,0,3,1,1
9,31,4,2,True,High,Clear,0,0,0,0,0,0,0,0.045188,0,0.045188,0,0.045188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.941154,3.19504,0.3894756,3.636497,3.009189,1.069564,1,1.00,2.444305,0.4358306,1.456238,6,7,7
9,19,4,1,False,High,Clear,0,0,0,0,2,2,0,0.0209637,0,0.0209637,0.269094,0.2900577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.956749,3.520989,0.4425311,4.237953,3.11779,1.224453,1,1.36,2.497243,1.798095,4.998703,7,7,7
9,15,4,2,True,Low,Clear,0,0,0,0,2,2,0,0,0,0,0.1449027,0.1449027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.929398,3.491259,0.438139,4.028572,3.096709,0.9236338,1,0.59,2.679986,0.5537521,1.974289,6,7,6
9,0,1,1,False,Low,Clear,0,0,0,0,2,2,0,0.3324716,0,0.3324716,0.2849495,0.6174211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.017159,3.079502,0.9826796,4.090691,3.146899,1.175559,1,2.35,2.450935,0.8424116,2.341904,5,1,1
9,1,2,1,False,Low,Clear,0,0,0,0,4,4,0,0,0,0,0.4008241,0.4008241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.930122,3.451156,0.4973116,4.055801,3.402236,0.7495327,1,1.07,2.691442,1.876288,5.21608,5,4,4
9,11,4,1,True,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.663399,3.351948,0.3114505,3.886421,3.460158,0.5815558,1,0.07,2.391975,3.154969,8.770814,5,1,1
9,2,3,1,False,Low,Clear,0,0,0,0,0,0,0,0,0,0,0.0805828,0.0805828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.663879,2.545959,0.7663777,3.743523,3.22487,0.6478643,1,1.54,2.230393,1.856276,5.160447,5,5,4
9,11,4,1,True,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.823578,2.913684,0.6401205,3.919853,3.301013,0.8144646,1,1.10,2.308834,2.205675,6.131775,6,7,7
9,3,4,1,False,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61657,2.596879,0.8223362,3.715294,3.237821,0.6028275,1,1.29,2.488517,1.849217,5.140824,5,6,7
9,12,1,2,True,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.771797,3.301009,0.6254082,1,-0.16,2.519887,1.174433,5.91597,3,1,1
9,24,1,1,True,High,Clear,0,0,0,0,1,1,0,0.0939795,0,0.0939795,0.1989098,0.2928893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15197,2.574071,0.738903,4.04113,3.086209,0.9186707,1,0.93,2.391639,2.338596,6.501297,2,1,1
9,21,2,2,False,High,Clear,0,2,0,2,0,2,0,0.2739159,0,0.2739159,0.726576,1.000492,0,0,0,0,0,1,1,0,0,0,0,0.7783445,0.7783445,0,0,0,0,3.334702,2.756706,0.7706938,0,-5.02,1.487931,0,0,2,4,3
9,4,1,2,False,Low,Clear,0,2,0,2,16,18,0.0225308,0.3010178,0,0.3235486,3.089765,3.413313,0.215208,0,0,0,0,0,0,0,0,0,0,0,0,0,3.430557,2.667161,0.9060128,3.667564,3.48692,0.1806445,0,5.23,0.1771516,0,0,5,1,1
9,5,2,2,False,Low,Clear,0,2,0,2,0,2,0,0.1104329,0,0.1104329,0.199409,0.3098419,0.3556587,0,0,0,0,0,0,0,0,0,0,0,0,0,3.708443,2.758636,0.6778717,3.756241,3.191674,0.7553978,1,1.04,2.420189,0.3743785,1.202988,5,5,4
9,25,2,1,True,High,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.646149,2.810206,0.8359425,3.7033,3.073561,0.7569973,1,0.79,2.491796,2.416498,6.717865,5,5,4
9,18,3,1,False,High,Clear,0,0,0,0,4,4,0,0.0200436,0,0.0200436,0.7930448,0.8130884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12574,2.707769,0.476836,3.692192,2.977476,0.804841,1,1.19,2.522375,1.965365,5.463715,5,5,5
9,16,1,1,False,High,Clear,0,2,0,2,3,5,0.0241144,0.1554276,0,0.179542,0.5318844,0.7114264,1.603526,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72448,2.686814,0.827981,3.705849,3.070323,0.742331,1,1.91,2.450278,1.269724,3.529831,4,1,1
9,10,3,1,True,Low,Clear,0,2,0,2,0,2,0,0.2233987,0,0.2233987,0.1082542,0.3316529,0.4222695,0,0,0,0,0,0,0,0,0,0,0,0,0,3.748871,2.68754,1.061331,3.636253,2.962553,0.8795969,1,0.82,2.560515,2.248141,6.249833,5,5,5
9,22,3,2,False,High,Clear,0,0,0,0,0,0,0,0,0,0,0.044952,0.044952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.128639,2.76344,0.3651991,3.578026,3.0302,0.697901,1,0.44,2.651975,0.7148937,2.777573,5,5,5
9,20,1,2,False,High,Clear,0,2,0,2,7,9,0.1284653,0.4008484,0,0.5293137,2.37941,2.908723,0.2453776,0,0,0,0,0,0,0,0,0,0,0,0,0,3.632248,2.763494,0.8745677,3.529259,3.395174,0.1340852,0,5.33,0.0890162,0,0,4,1,1
9,9,2,1,True,Low,Clear,0,0,0,0,1,1,0,0,0,0,0.1104743,0.1104743,0,0,0,0,0,2,2,0,0.1133347,0,0.1133347,0.0436076,0.1569423,0,2.703194,2.403855,0.2993388,3.572632,2.779732,0.8385217,1,0.22,2.801592,2.650446,7.368241,5,4,5
9,30,3,2,True,High,Clear,0,0,0,0,0,0,0,0.0254457,0,0.0254457,0.0438859,0.0693316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.042503,2.826319,0.2161846,3.62738,2.817007,0.903228,1,0.46,2.409039,0.8475526,3.564209,5,6,6
9,27,4,1,True,High,Clear,0,0,0,0,3,3,0,0.6222882,0,0.6222882,0.3746012,0.9968895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.600258,2.786601,0.6135437,3.754623,3.003342,1.021262,1,1.96,2.394336,1.294813,3.599579,7,7,7
9,14,3,2,True,Low,Clear,0,0,0,0,0,0,0,0.0449543,0,0.0449543,0.0864382,0.1313925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.881805,2.602737,0.2790682,3.361206,2.846223,0.5863364,1,0.80,2.57548,0.4740678,1.584,6,5,5
9,13,2,2,True,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80825,2.697156,0.111094,3.505157,2.834517,0.6782064,1,0.09,2.764503,0.8373644,3.467774,6,5,5
9,7,4,2,False,Low,Clear,0,0,0,0,2,2,0,0.0224218,0,0.0224218,0.298349,0.3207708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.149155,2.720419,0.5496056,3.453339,2.865291,0.7468247,1,1.14,2.307686,0.4014086,1.302689,5,7,7
9,23,4,2,False,High,Clear,0,0,0,0,2,2,0.0265207,0.0457848,0,0.0723055,0.2860752,0.3583807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.905602,2.604697,0.300905,3.496635,2.855877,0.7417674,1,0.85,2.452854,0.5690471,1.992402,6,7,7
9,6,3,2,False,Low,Clear,0,2,0,2,0,2,0,0.1107018,0,0.1107018,0.5542638,0.6649656,0.1349166,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11306,2.51921,0.7709703,3.682732,2.775842,0.9685991,1,1.13,2.299837,0.4169406,1.339753,5,5,5
9,8,1,1,True,Low,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.509972,2.817717,0.7630706,3.61779,2.912655,0.8397772,1,1.33,2.389408,1.939985,5.393158,5,1,1
9,17,2,1,False,High,Clear,0,0,0,0,2,2,0,0,0,0,0.2424675,0.2424675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.286926,2.776083,0.5108438,3.674202,3.026881,0.6176214,1,0.69,2.494735,2.457154,6.830887,6,5,5
10,3,4,1,False,Low,Clear,2,0,0,2,0,2,1.690305,0.2185553,0,1.90886,0,1.90886,0.0771615,0,0,0,0,0,0,0,0,0,0,0,0,0,4.585602,4.296105,0.2240472,4.821327,4.491331,0.3733811,1,2.34,2.28129,1.075372,2.989533,6,7,7
10,0,1,1,False,Low,Clear,8,0,0,8,16,24,2.286737,0.088996,0,2.375733,2.643909,5.019642,0.088996,0,0,0,0,0,0,0,0,0,0,0,0,0,4.767525,4.449796,0.2900519,0,0,0,0,0.00,0,0,0,2,1,1
10,22,3,2,False,High,Clear,4,0,0,4,5,9,2.642215,0,0,2.642215,0.847131,3.489346,1.50336,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85067,4.457704,0.35603,0,0,0,0,0.00,0,0,0,5,6,7
10,27,4,1,True,High,Clear,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,4,0.1149061,0.1524999,0,0.267406,0.1527865,0.4201925,1.152964,4.885933,4.834163,0.05176973,5.264992,4.654576,0.6702952,1,0.14,3.019718,2.639441,7.337647,7,7,7
10,30,3,2,True,High,Clear,0,2,0,2,0,2,0,0.156859,0,0.156859,0,0.156859,0.0690925,0,2,0,2,2,4,0,0.2410332,0,0.2410332,0.1511158,0.392149,1.255313,4.657562,4.494717,0.1628456,5.004272,4.617027,0.3344436,1,0.53,2.616759,0.6918555,2.643784,6,6,7
10,20,1,2,False,High,Clear,2,0,0,2,18,20,0.4451698,0,0,0.4451698,2.909838,3.355008,0.0670568,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92083,4.67315,0.2183537,0,0,0,0,0.00,0,0,0,1,1,1
10,16,1,1,False,High,Clear,0,4,0,4,2,6,0.2895512,0.6323726,0,0.9219238,1.088404,2.010328,1.600148,0,0,0,0,0,0,0,0,0,0,0,0,0,4.824165,4.516662,0.2289186,4.775215,4.449994,0.5741668,1,2.52,2.286574,0.9038584,2.512726,1,1,1
10,23,4,2,False,High,Clear,0,2,0,2,2,4,0.2871984,0.5794934,0,0.8666918,0.3904889,1.257181,0.7461745,0,0,0,0,2,2,0,0,0,0,0.3600852,0.3600852,0,4.500198,4.317941,0.2698755,4.808159,4.585778,0.2015705,1,1.22,2.361644,0.3212571,0.9706121,6,7,7
10,29,2,2,True,High,Clear,0,2,0,2,0,2,0.5552441,0.1785564,0,0.7338005,0,0.7338005,0.0658955,0,2,0,2,2,4,0.1084063,0.2248143,0,0.3332206,0.4310039,0.7642245,0.8885321,4.676613,4.517574,0.159039,5.055946,4.739562,0.1515369,1,0.89,2.488001,0.5067821,1.741959,5,5,5
